GEO.display-label,HC01_VC40,HC03_VC40,HC01_VC41,HC03_VC41,HC01_VC42,HC03_VC42,HC01_VC43,HC03_VC43,HC01_VC44,HC03_VC44,HC01_VC45,HC03_VC45,HC01_VC49,HC03_VC49,HC01_VC50,HC03_VC50,HC01_VC51,HC03_VC51,HC01_VC52,HC03_VC52,HC01_VC53,HC03_VC53,HC01_VC54,HC03_VC54,HC01_VC55,HC03_VC55,HC01_VC56,HC03_VC56,HC01_VC57,HC03_VC57,HC01_VC58,HC03_VC58,HC01_VC59,HC03_VC59,HC01_VC60,HC03_VC60,HC01_VC61,HC03_VC61,HC01_VC62,HC03_VC62,HC01_VC66,HC03_VC66,HC01_VC67,HC03_VC67,HC01_VC68,HC03_VC68,HC01_VC69,HC03_VC69,HC01_VC70,HC03_VC70,HC01_VC101,HC03_VC101,HC01_VC118,HC01_VC130,HC03_VC130,HC01_VC134,HC03_VC134,HC03_VC161,HC03_VC167,HC03_VC171
"Fort Lauderdale city, Florida",93879,93879,33599,35.8,22223,23.7,23378,24.9,7940,8.5,6739,7.2,93879,93879,147,0.2,6560,7,4272,4.6,3633,3.9,11407,12.2,4728,5,1542,1.6,8592,9.2,14487,15.4,14191,15.1,14930,15.9,5927,6.3,3463,3.7,93879,93879,80225,85.5,7014,7.5,6463,6.9,177,0.2,9785,13.4,41098,177151,177151,25892,14.6,13.1,29.8,15.5
"Fort Myers city, Florida",31438,31438,8601,27.4,7729,24.6,9093,28.9,4178,13.3,1837,5.8,31438,31438,441,1.4,4006,12.7,1179,3.8,491,1.6,4155,13.2,979,3.1,592,1.9,3072,9.8,3649,11.6,6392,20.3,4215,13.4,1607,5.1,660,2.1,31438,31438,27443,87.3,2542,8.1,1384,4.4,69,0.2,5221,18.7,25484,74265,74265,12296,16.6,12.8,27.4,17.1
"Gainesville city, Florida",57072,57072,23637,41.4,14330,25.1,13817,24.2,2545,4.5,2743,4.8,57072,57072,666,1.2,986,1.7,1227,2.1,440,0.8,7134,12.5,1736,3,624,1.1,2741,4.8,6568,11.5,22004,38.6,8121,14.2,3100,5.4,1725,3,57072,57072,39697,69.6,15002,26.3,2373,4.2,0,0,6196,12.8,21310,129694,129694,11533,8.9,14.7,39.2,33.4
"Hialeah city, Florida",106797,106797,16372,15.3,25512,23.9,25282,23.7,16214,15.2,23417,21.9,106797,106797,366,0.3,12775,12,10566,9.9,3235,3,14093,13.2,11980,11.2,2014,1.9,6090,5.7,11093,10.4,16360,15.3,8712,8.2,7372,6.9,2141,2,106797,106797,85994,80.5,5235,4.9,15568,14.6,0,0,33923,45.1,15014,235671,235671,56095,23.8,19.1,29.7,22.5
"Hollywood city, Florida",78252,78252,25350,32.4,18082,23.1,22061,28.2,5861,7.5,6898,8.8,78252,78252,268,0.3,3855,4.9,1513,1.9,3121,4,10364,13.2,4835,6.2,847,1.1,7732,9.9,10193,13,15056,19.2,11293,14.4,5613,7.2,3562,4.6,78252,78252,65219,83.3,7876,10.1,5095,6.5,62,0.1,9525,16.5,29055,150866,150866,21559,14.3,10.4,21,12.8
"Homestead city, Florida",N,N,N,N,N,N,N,N,N,N,N,N,25730,25730,1738,6.8,3049,11.8,655,2.5,510,2,3654,14.2,1466,5.7,74,0.3,1238,4.8,3156,12.3,4023,15.6,2474,9.6,1422,5.5,2271,8.8,25730,25730,19019,73.9,3670,14.3,2957,11.5,84,0.3,7875,41.3,14459,67680,67680,14630,21.6,28.4,43.4,33.9
"Jacksonville city, Florida",414904,414904,148271,35.7,76346,18.4,110817,26.7,35836,8.6,43634,10.5,414904,414904,828,0.2,28917,7,20123,4.9,13297,3.2,48487,11.7,28087,6.8,5774,1.4,48440,11.7,56215,13.5,83089,20,43820,10.6,17189,4.1,20638,5,414904,414904,343642,82.8,51238,12.3,19709,4.8,315,0.1,52625,15.9,27226,859388,859388,98284,11.4,10.9,24.3,14.9
"Kendall CDP, Florida",38323,38323,19085,49.8,5282,13.8,10295,26.9,1019,2.7,2642,6.9,38323,38323,117,0.3,1758,4.6,1132,3,1790,4.7,3958,10.3,2426,6.3,1019,2.7,3578,9.3,5729,14.9,8841,23.1,4186,10.9,2059,5.4,1730,4.5,38323,38323,31183,81.4,5158,13.5,1781,4.6,201,0.5,3950,13.7,35358,77404,77404,5729,7.4,7,15.2,10.8
"Kissimmee city, Florida",N,N,N,N,N,N,N,N,N,N,N,N,31821,31821,158,0.5,1588,5,1061,3.3,1180,3.7,5497,17.3,2997,9.4,254,0.8,2023,6.4,2505,7.9,4054,12.7,7960,25,1889,5.9,655,2.1,31821,31821,29114,91.5,1999,6.3,630,2,78,0.2,6855,31.8,18132,69006,69006,11191,16.2,22.4,47.7,23.8
"Lakeland city, Florida",45737,45737,16226,35.5,7138,15.6,13853,30.3,3493,7.6,5027,11,45737,45737,255,0.6,2858,6.2,3106,6.8,1189,2.6,8118,17.7,2255,4.9,546,1.2,4207,9.2,7131,15.6,7824,17.1,4634,10.1,2000,4.4,1614,3.5,45737,45737,37795,82.6,4719,10.3,3223,7,0,0,4653,11.6,25975,105004,105004,9213,8.8,12.4,21.7,15.2
"Largo city, Florida",37007,37007,10505,28.4,7811,21.1,11427,30.9,1657,4.5,5607,15.2,37007,37007,0,0,1139,3.1,3765,10.2,719,1.9,5747,15.5,1588,4.3,117,0.3,5404,14.6,5264,14.2,7406,20,3953,10.7,1262,3.4,643,1.7,37007,37007,32769,88.5,2539,6.9,1699,4.6,0,0,5109,13.2,25085,82202,82202,8490,10.3,10.4,29.2,14.6
"Lauderhill city, Florida",N,N,N,N,N,N,N,N,N,N,N,N,30747,30747,435,1.4,3521,11.5,1325,4.3,311,1,4635,15.1,1163,3.8,525,1.7,1256,4.1,3886,12.6,7539,24.5,4216,13.7,838,2.7,1097,3.6,30747,30747,25804,83.9,3491,11.4,1382,4.5,70,0.2,5332,24.7,17700,71387,71387,10423,14.6,20.3,36.3,24.3
"Lehigh Acres CDP, Florida",52031,52031,12782,24.6,12066,23.2,12658,24.3,7677,14.8,6848,13.2,52031,52031,322,0.6,7196,13.8,1707,3.3,1275,2.5,8309,16,3437,6.6,689,1.3,1958,3.8,5618,10.8,11065,21.3,6213,11.9,2577,5,1665,3.2,52031,52031,42245,81.2,7852,15.1,1934,3.7,0,0,6247,20.3,17461,115590,115590,19967,17.3,15.9,31.5,19.1
"Melbourne city, Florida",35020,35020,14021,40,7534,21.5,7054,20.1,3722,10.6,2689,7.7,35020,35020,47,0.1,3038,8.7,3739,10.7,297,0.8,3927,11.2,1761,5,347,1,967,2.8,4200,12,8499,24.3,5085,14.5,1772,5.1,1341,3.8,35020,35020,28578,81.6,4112,11.7,2214,6.3,116,0.3,4507,14.1,26086,80471,80471,9286,11.5,16.5,17.7,22.7
"Miami city, Florida",214066,214066,66276,31,52060,24.3,46858,21.9,25580,11.9,23292,10.9,214066,214066,1013,0.5,22495,10.5,9213,4.3,6950,3.2,24016,11.2,14318,6.7,4013,1.9,18206,8.5,29600,13.8,33312,15.6,30425,14.2,14657,6.8,5848,2.7,214066,214066,177528,82.9,15299,7.1,21099,9.9,140,0.1,56031,32.4,25928,446418,446418,83801,18.8,20.5,33.6,24.9
"Miami Beach city, Florida",55799,55799,21800,39.1,12705,22.8,15164,27.2,2944,5.3,3186,5.7,55799,55799,140,0.3,3734,6.7,1716,3.1,1240,2.2,5500,9.9,2967,5.3,1225,2.2,6045,10.8,8542,15.3,6894,12.4,13428,24.1,3560,6.4,808,1.4,55799,55799,46774,83.8,3738,6.7,5069,9.1,218,0.4,6793,15.1,51020,91019,91019,14768,16.2,10.4,22.4,13.5
"Miami Gardens city, Florida",47716,47716,9082,19,12678,26.6,13522,28.3,4117,8.6,8317,17.4,47716,47716,0,0,3082,6.5,1371,2.9,661,1.4,7375,15.5,7387,15.5,1332,2.8,2420,5.1,3863,8.1,10687,22.4,4175,8.7,2412,5.1,2951,6.2,47716,47716,36239,75.9,9343,19.6,2042,4.3,92,0.2,9716,29.3,17395,112966,112966,19664,17.4,20.5,31.5,24
"Miramar city, Florida",72664,72664,26097,35.9,14128,19.4,20024,27.6,5351,7.4,7064,9.7,72664,72664,286,0.4,3613,5,5245,7.2,1748,2.4,9411,13,4170,5.7,2429,3.3,6359,8.8,7608,10.5,18765,25.8,7396,10.2,3022,4.2,2612,3.6,72664,72664,59716,82.2,9412,13,3486,4.8,50,0.1,3088,7.4,24408,138376,138376,20703,15,11,18.3,12.4
"Orlando city, Florida",150974,150974,57207,37.9,31803,21.1,39127,25.9,9823,6.5,13014,8.6,150974,150974,702,0.5,8370,5.5,5874,3.9,4230,2.8,16629,11,10481,6.9,2045,1.4,10140,6.7,21127,14,29469,19.5,31267,20.7,6314,4.2,4326,2.9,150974,150974,130094,86.2,15346,10.2,5306,3.5,228,0.2,21644,18.7,28764,275300,275300,41901,15.2,15.9,33.4,19.4
"Palm Bay city, Florida",47935,47935,14235,29.7,11701,24.4,10807,22.5,5525,11.5,5667,11.8,47935,47935,605,1.3,3843,8,4522,9.4,305,0.6,6574,13.7,3290,6.9,499,1,1734,3.6,6186,12.9,9593,20,5757,12,3503,7.3,1524,3.2,47935,47935,40820,85.2,4952,10.3,2163,4.5,0,0,5732,15.2,20939,109570,109570,16770,15.3,11.8,17.4,17.4
"Palm Coast city, Florida",N,N,N,N,N,N,N,N,N,N,N,N,31956,31956,0,0,1725,5.4,1268,4,294,0.9,5556,17.4,1812,5.7,339,1.1,1940,6.1,3455,10.8,7530,23.6,5047,15.8,1874,5.9,1116,3.5,31956,31956,26540,83.1,3121,9.8,2295,7.2,0,0,3179,9.8,23259,88210,88210,12988,14.7,8.6,12.8,11.7
"Pembroke Pines city, Florida",87937,87937,37162,42.3,14452,16.4,23535,26.8,5638,6.4,7150,8.1,87937,87937,186,0.2,4272,4.9,3592,4.1,2760,3.1,8063,9.2,6442,7.3,3079,3.5,7302,8.3,12077,13.7,23188,26.4,8260,9.4,3006,3.4,5710,6.5,87937,87937,71099,80.9,12128,13.8,4638,5.3,72,0.1,4753,8.2,30874,167628,167628,12891,7.7,8.4,26.4,11.8
"Pine Hills CDP, Florida",34685,34685,6191,17.8,11540,33.3,8961,25.8,2276,6.6,5717,16.5,34685,34685,0,0,2109,6.1,1508,4.3,686,2,5519,15.9,1678,4.8,341,1,1376,4,2860,8.2,7763,22.4,8782,25.3,1514,4.4,549,1.6,34685,34685,31679,91.3,2498,7.2,508,1.5,0,0,8091,35.2,15316,75895,75895,10044,13.2,16.3,24.3,24.1
"Plantation city, Florida",51168,51168,21817,42.6,6870,13.4,16384,32,3132,6.1,2965,5.8,51168,51168,0,0,3145,6.1,2392,4.7,1592,3.1,7998,15.6,1426,2.8,1158,2.3,4866,9.5,9217,18,8525,16.7,6043,11.8,3123,6.1,1683,3.3,51168,51168,44135,86.3,4441,8.7,2592,5.1,0,0,2170,6.4,34274,92435,92435,11939,12.9,5.3,8.7,8.4
"Pompano Beach city, Florida",49583,49583,12016,24.2,12463,25.1,12318,24.8,7082,14.3,5704,11.5,49583,49583,127,0.3,6564,13.2,2386,4.8,1400,2.8,7510,15.1,2288,4.6,791,1.6,2972,6,7474,15.1,7707,15.5,6643,13.4,2877,5.8,844,1.7,49583,49583,43879,88.5,3241,6.5,2426,4.9,37,0.1,8215,21,23014,105780,105780,17636,16.7,15.4,18.6,18.2
"Port St. Lucie city, Florida",84810,84810,22904,27,18500,21.8,25895,30.5,9722,11.5,7789,9.2,84810,84810,494,0.6,7846,9.3,4110,4.8,1885,2.2,15595,18.4,4089,4.8,2513,3,4529,5.3,9864,11.6,18516,21.8,8042,9.5,3716,4.4,3611,4.3,84810,84810,72821,85.9,7428,8.8,4389,5.2,172,0.2,6060,9.4,24802,184792,184792,30136,16.3,11.5,28.2,14.1
"Riverview CDP, Florida",45058,45058,18098,40.2,6466,14.4,12367,27.4,3656,8.1,4471,9.9,45058,45058,149,0.3,2819,6.3,2098,4.7,1183,2.6,5062,11.2,2077,4.6,1435,3.2,5740,12.7,6471,14.4,10484,23.3,3699,8.2,1801,4,2040,4.5,45058,45058,38025,84.4,5796,12.9,1237,2.7,0,0,3063,10,27632,88695,88695,9058,10.2,7.6,22.8,10.3
"St. Petersburg city, Florida",133632,133632,53117,39.7,24423,18.3,37136,27.8,9410,7,9546,7.1,133632,133632,631,0.5,5472,4.1,6992,5.2,2641,2,18062,13.5,4832,3.6,2795,2.1,11932,8.9,17932,13.4,34385,25.7,14698,11,6776,5.1,6484,4.9,133632,133632,109706,82.1,15813,11.8,7948,5.9,165,0.1,14108,12.8,31860,257961,257961,30668,11.9,7.6,22.3,12.8
"Spring Hill CDP, Florida",41918,41918,14065,33.6,8580,20.5,10623,25.3,3333,8,5317,12.7,41918,41918,211,0.5,2286,5.5,1860,4.4,642,1.5,6301,15,3182,7.6,382,0.9,2771,6.6,4070,9.7,12833,30.6,4278,10.2,1472,3.5,1630,3.9,41918,41918,34595,82.5,5570,13.3,1753,4.2,0,0,5853,13.9,22964,109902,109902,12011,10.9,11.7,33.5,16.4
"Sunrise city, Florida",42935,42935,14450,33.7,8617,20.1,12527,29.2,3342,7.8,3999,9.3,42935,42935,29,0.1,1905,4.4,2971,6.9,874,2,7759,18.1,2035,4.7,1375,3.2,4305,10,3526,8.2,9106,21.2,4853,11.3,2515,5.9,1682,3.9,42935,42935,35220,82,4982,11.6,2733,6.4,0,0,5003,15.3,26694,93028,93028,9326,10,11.5,17.7,14.7
"Tallahassee city, Florida",95457,95457,47137,49.4,16917,17.7,23362,24.5,3322,3.5,4719,4.9,95457,95457,100,0.1,3550,3.7,1095,1.1,891,0.9,10838,11.4,2098,2.2,871,0.9,6043,6.3,12282,12.9,26772,28,11807,12.4,4468,4.7,14642,15.3,95457,95457,62609,65.6,30607,32.1,2065,2.2,176,0.2,9780,13,25073,187622,187622,13323,7.1,12.7,28.4,26.1
"Tamarac city, Florida",30716,30716,9207,30,5542,18,9510,31,2957,9.6,3500,11.4,30716,30716,0,0,1752,5.7,2993,9.7,679,2.2,4039,13.1,1825,5.9,1185,3.9,2152,7,3880,12.6,7442,24.2,1855,6,1713,5.6,1201,3.9,30716,30716,25964,84.5,3359,10.9,1393,4.5,0,0,3168,12.2,26594,64987,64987,6932,10.7,10.1,9.8,11.2
"Tampa city, Florida",181693,181693,75432,41.5,35227,19.4,46568,25.6,11142,6.1,13324,7.3,181693,181693,833,0.5,10891,6,8244,4.5,4845,2.7,20521,11.3,6475,3.6,4083,2.2,18962,10.4,25503,14,44368,24.4,21635,11.9,8659,4.8,6674,3.7,181693,181693,149437,82.2,23340,12.8,8916,4.9,0,0,30461,20.2,33481,374516,374516,43319,11.6,14.1,27.3,19.8
"The Hammocks CDP, Florida",33585,33585,14157,42.2,4525,13.5,9583,28.5,2582,7.7,2738,8.2,33585,33585,133,0.4,1993,5.9,994,3,1388,4.1,4723,14.1,2513,7.5,499,1.5,2673,8,4874,14.5,7512,22.4,2869,8.5,2249,6.7,1165,3.5,33585,33585,29857,88.9,2811,8.4,917,2.7,0,0,3524,20.9,27441,65770,65770,7672,11.7,7.7,9.3,9.3
"The Villages CDP, Florida",N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,129,0.3,39199,N,N,N,N,N,N,5.8
"Town 'n' Country CDP, Florida",44276,44276,14450,32.6,8717,19.7,10967,24.8,4088,9.2,6054,13.7,44276,44276,297,0.7,3614,8.2,2247,5.1,1163,2.6,4554,10.3,3296,7.4,1340,3,3878,8.8,6531,14.8,8414,19,5252,11.9,2645,6,1045,2.4,44276,44276,37497,84.7,3822,8.6,2957,6.7,0,0,6805,21.5,25549,87206,87206,13920,16,16.4,34.8,17.3
"Weston city, Florida",N,N,N,N,N,N,N,N,N,N,N,N,33254,33254,520,1.6,746,2.2,2560,7.7,2316,7,3526,10.6,958,2.9,625,1.9,4080,12.3,6472,19.5,6535,19.7,2847,8.6,1244,3.7,825,2.5,33254,33254,28688,86.3,2808,8.4,1758,5.3,0,0,583,2.8,39907,70023,70023,5057,7.2,6.9,12.7,7.2
"West Palm Beach city, Florida",54482,54482,19836,36.4,12431,22.8,13289,24.4,3827,7,5099,9.4,54482,54482,0,0,3985,7.3,1954,3.6,429,0.8,9336,17.1,3271,6,1288,2.4,3529,6.5,7542,13.8,10667,19.6,7664,14.1,2200,4,2617,4.8,54482,54482,44115,81,6126,11.2,4241,7.8,0,0,5152,12.4,32474,107007,107007,15056,14.1,12,32.4,17
"Albany city, Georgia",29948,29948,9228,30.8,7351,24.5,6606,22.1,1670,5.6,5093,17,29948,29948,869,2.9,557,1.9,3064,10.2,824,2.8,3886,13,1394,4.7,922,3.1,1409,4.7,1688,5.6,8134,27.2,3296,11,2056,6.9,1849,6.2,29948,29948,21816,72.8,6757,22.6,1255,4.2,120,0.4,8036,28.6,19894,73169,73169,12492,17.1,29.9,47.1,32.5
"Alpharetta city, Georgia",33123,33123,20027,60.5,3434,10.4,7214,21.8,1029,3.1,1419,4.3,33123,33123,0,0,1171,3.5,2449,7.4,1163,3.5,2954,8.9,1582,4.8,1537,4.6,3445,10.4,9402,28.4,5150,15.5,2096,6.3,1276,3.9,898,2.7,33123,33123,29821,90,2239,6.8,1063,3.2,0,0,714,3,48007,64943,64943,3734,5.7,6.2,17.4,7.1
"Athens-Clarke County unified government (balance), Georgia",60034,60034,23128,38.5,13906,23.2,11265,18.8,3304,5.5,8431,14,60034,60034,207,0.3,2765,4.6,4967,8.3,1753,2.9,7057,11.8,2260,3.8,748,1.2,2140,3.6,6322,10.5,18598,31,9866,16.4,2123,3.5,1228,2,60034,60034,44086,73.4,12932,21.5,2775,4.6,241,0.4,7646,16.3,21818,122767,122767,15118,12.3,18.3,40.9,27.9
"Atlanta city, Georgia",238663,238663,123458,51.7,36063,15.1,54804,23,7838,3.3,16500,6.9,238663,238663,264,0.1,7296,3.1,13301,5.6,6492,2.7,22859,9.6,12369,5.2,9406,3.9,20265,8.5,45677,19.1,48666,20.4,30173,12.6,12373,5.2,9522,4,238663,238663,196240,82.2,28852,12.1,13194,5.5,377,0.2,29911,15.4,40882,464315,464315,50128,10.8,17.9,36,22.4
"Augusta-Richmond County consolidated government (balance), Georgia",78127,78127,24038,30.8,18532,23.7,21359,27.3,5454,7,8744,11.2,78127,78127,231,0.3,3445,4.4,5069,6.5,1563,2,10580,13.5,4223,5.4,2223,2.8,2555,3.3,9077,11.6,20856,26.7,10439,13.4,3210,4.1,4656,6,78127,78127,57473,73.6,18702,23.9,1906,2.4,46,0.1,15883,21.5,21208,186032,186032,23607,12.7,21.7,46.7,25.4
"Columbus city, Georgia",80530,80530,27052,33.6,15965,19.8,20340,25.3,5218,6.5,11955,14.8,80530,80530,184,0.2,3799,4.7,8577,10.7,925,1.1,9606,11.9,3597,4.5,1309,1.6,8326,10.3,7170,8.9,18354,22.8,10126,12.6,3112,3.9,5445,6.8,80530,80530,60697,75.4,17085,21.2,2669,3.3,79,0.1,13827,18.9,23486,186830,186830,19370,10.4,16.7,36.1,21.7
"Johns Creek city, Georgia",42352,42352,24896,58.8,5100,12,9891,23.4,824,1.9,1641,3.9,42352,42352,0,0,917,2.2,4681,11.1,2241,5.3,3585,8.5,850,2,2128,5,4536,10.7,11121,26.3,5918,14,3440,8.1,2715,6.4,220,0.5,42352,42352,37789,89.2,1832,4.3,2646,6.2,85,0.2,1163,4.3,48752,83745,83745,5796,6.9,4.8,16.8,4.9
"Macon-Bibb County, Georgia",61943,61943,20091,32.4,15849,25.6,14280,23.1,3694,6,8029,13,61943,61943,554,0.9,2176,3.5,4445,7.2,1075,1.7,7677,12.4,2363,3.8,775,1.3,5440,8.8,4901,7.9,16616,26.8,9418,15.2,3211,5.2,3292,5.3,61943,61943,50481,81.5,8630,13.9,2804,4.5,28,0,11537,20,21752,148825,148825,17362,11.7,20.8,39.3,26.3
"Roswell city, Georgia",50616,50616,24249,47.9,9575,18.9,11930,23.6,2498,4.9,2364,4.7,50616,50616,963,1.9,1700,3.4,3497,6.9,2364,4.7,5483,10.8,720,1.4,2104,4.2,4994,9.9,11068,21.9,7594,15,6821,13.5,2220,4.4,1088,2.1,50616,50616,43228,85.4,3617,7.1,3696,7.3,75,0.1,2433,7.5,40711,94270,94270,11567,12.3,2.6,5.2,8.2
"Sandy Springs city, Georgia",62852,62852,35582,56.6,8979,14.3,12680,20.2,3541,5.6,2070,3.3,62852,62852,278,0.4,3536,5.6,3472,5.5,1252,2,6056,9.6,2108,3.4,2983,4.7,6962,11.1,15308,24.4,10965,17.4,6139,9.8,2366,3.8,1427,2.3,62852,62852,54941,87.4,4051,6.4,3800,6,60,0.1,2452,5.4,54057,105378,105378,12180,11.6,8.8,21.3,11.2
"Savannah city, Georgia",67828,67828,20137,29.7,16088,23.7,17130,25.3,4896,7.2,9577,14.1,67828,67828,185,0.3,3989,5.9,4731,7,688,1,10976,16.2,3801,5.6,736,1.1,4472,6.6,7122,10.5,13930,20.5,11978,17.7,2102,3.1,3118,4.6,67828,67828,56127,82.7,7974,11.8,3685,5.4,42,0.1,11739,21.2,22655,140901,140901,22813,16.2,18.1,31.8,23.5
"Warner Robins city, Georgia",34865,34865,14228,40.8,5609,16.1,8328,23.9,3756,10.8,2944,8.4,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,34865,34865,24758,71,9525,27.3,582,1.7,0,0,4103,13.9,27800,73632,73632,11374,15.4,16.4,32.9,20.1
"Urban Honolulu CDP, Hawaii",177863,177863,65888,37,40546,22.8,44960,25.3,11363,6.4,15106,8.5,177863,177863,572,0.3,10902,6.1,4092,2.3,3666,2.1,20132,11.3,9995,5.6,3379,1.9,13879,7.8,19642,11,35162,19.8,32867,18.5,7719,4.3,15856,8.9,177863,177863,132391,74.4,33707,19,11567,6.5,198,0.1,13054,10.1,33841,341154,341154,11308,3.3,7.1,16.7,11.3
"Boise City city, Idaho",116035,116035,52890,45.6,20311,17.5,25418,21.9,7473,6.4,9943,8.6,116035,116035,1261,1.1,6608,5.7,12144,10.5,2552,2.2,10832,9.3,5027,4.3,1667,1.4,7055,6.1,15342,13.2,29228,25.2,12482,10.8,4851,4.2,6986,6,116035,116035,91409,78.8,17604,15.2,7022,6.1,0,0,8154,9.2,33086,221647,221647,19978,9,8.6,27.1,14.5
"Meridian city, Idaho",46298,46298,18963,41,6821,14.7,12857,27.8,2086,4.5,5571,12,46298,46298,513,1.1,2234,4.8,3561,7.7,1631,3.5,6735,14.5,3191,6.9,568,1.2,4801,10.4,4094,8.8,10828,23.4,2764,6,1505,3.3,3873,8.4,46298,46298,34890,75.4,7272,15.7,4136,8.9,0,0,1663,5,31974,95346,95346,7025,7.4,4.1,10.1,6.2
"Nampa city, Idaho",39306,39306,10138,25.8,8502,21.6,9612,24.5,4346,11.1,6708,17.1,39306,39306,765,1.9,3443,8.8,3729,9.5,1119,2.8,4087,10.4,2261,5.8,714,1.8,2301,5.9,3806,9.7,8725,22.2,4887,12.4,2195,5.6,1274,3.2,39306,39306,32423,82.5,4541,11.6,2342,6,0,0,4670,15.5,17284,90631,90631,11480,12.7,11.4,22.6,15.7
"Arlington Heights village, Illinois",36839,36839,18401,49.9,4188,11.4,9069,24.6,3074,8.3,2107,5.7,36839,36839,85,0.2,2718,7.4,4146,11.3,1246,3.4,3481,9.4,1677,4.6,1040,2.8,4153,11.3,5736,15.6,7229,19.6,3450,9.4,1498,4.1,380,1,36839,36839,31201,84.7,3500,9.5,1898,5.2,240,0.7,1213,4,44842,73772,73772,2286,3.1,2,8.6,3.7
"Aurora city, Illinois",98475,98475,31860,32.4,15082,15.3,25690,26.1,7547,7.7,18296,18.6,98475,98475,263,0.3,6960,7.1,15655,15.9,2981,3,12518,12.7,5777,5.9,1304,1.3,7495,7.6,13135,13.3,17447,17.7,9027,9.2,3844,3.9,2069,2.1,98475,98475,86860,88.2,8642,8.8,2416,2.5,557,0.6,9278,14.7,29179,196350,196350,20680,10.5,9.9,33.2,12.3
"Bloomington city, Illinois",42398,42398,18554,43.8,7162,16.9,10084,23.8,2943,6.9,3655,8.6,42398,42398,58,0.1,1876,4.4,2370,5.6,774,1.8,4811,11.3,1520,3.6,528,1.2,8410,19.8,4404,10.4,10358,24.4,4375,10.3,1918,4.5,996,2.3,42398,42398,35804,84.4,5205,12.3,1389,3.3,0,0,4041,12.3,35903,77353,77353,2023,2.6,8.6,35,10.7
"Bolingbrook village, Illinois",39022,39022,14574,37.3,5982,15.3,9896,25.4,2368,6.1,6202,15.9,39022,39022,82,0.2,1607,4.1,4227,10.8,1355,3.5,5151,13.2,4627,11.9,644,1.7,2439,6.3,3813,9.8,8562,21.9,2996,7.7,2167,5.6,1352,3.5,39022,39022,33634,86.2,3765,9.6,1470,3.8,153,0.4,2452,10.7,30638,73089,73089,6358,8.7,9.1,29.3,8.5
"Champaign city, Illinois",47521,47521,22852,48.1,7892,16.6,9746,20.5,2544,5.4,4487,9.4,47521,47521,580,1.2,1222,2.6,2501,5.3,2067,4.3,4662,9.8,1733,3.6,1501,3.2,1895,4,3501,7.4,19255,40.5,5328,11.2,2543,5.4,733,1.5,47521,47521,33187,69.8,12482,26.3,1852,3.9,0,0,2238,6.5,30366,86198,86198,4077,4.7,7,26.8,21.5
"Chicago city, Illinois",1346975,1346975,546769,40.6,270660,20.1,288358,21.4,65318,4.8,175870,13.1,1346975,1346975,1980,0.1,50197,3.7,108373,8,33502,2.5,114243,8.5,98341,7.3,28704,2.1,107626,8,219200,16.3,304557,22.6,156947,11.7,66648,4.9,56657,4.2,1346975,1346975,1120028,83.2,156178,11.6,69482,5.2,1287,0.1,196962,18.7,33122,2677292,2677292,256084,9.6,15.3,32.8,19.1
"Cicero town, Illinois",36269,36269,3521,9.7,7785,21.5,7362,20.3,4038,11.1,13563,37.4,36269,36269,91,0.3,2271,6.3,8784,24.2,1835,5.1,3488,9.6,2980,8.2,411,1.1,1201,3.3,3667,10.1,4376,12.1,3915,10.8,2614,7.2,636,1.8,36269,36269,31985,88.2,1946,5.4,2338,6.4,0,0,5501,24.5,17937,82245,82245,13773,16.7,18.9,37.3,21.1
"Decatur city, Illinois",30051,30051,8630,28.7,6464,21.5,7527,25,2051,6.8,5379,17.9,30051,30051,307,1,1052,3.5,4679,15.6,366,1.2,4595,15.3,1950,6.5,245,0.8,1849,6.2,2242,7.5,7803,26,2537,8.4,1730,5.8,696,2.3,30051,30051,24817,82.6,3692,12.3,1542,5.1,0,0,8056,26.2,24821,69044,69044,3183,4.6,21.8,48.3,22.9
"Elgin city, Illinois",55384,55384,17381,31.4,10763,19.4,11701,21.1,5326,9.6,10213,18.4,55384,55384,143,0.3,4331,7.8,9944,18,2005,3.6,6145,11.1,2351,4.2,1164,2.1,3052,5.5,6571,11.9,11348,20.5,4686,8.5,2598,4.7,1046,1.9,55384,55384,48055,86.8,5112,9.2,2217,4,0,0,6127,16.6,26791,113479,113479,14260,12.6,11.1,25.7,14.9
"Evanston city, Illinois",36185,36185,21947,60.7,4611,12.7,6856,18.9,1179,3.3,1592,4.4,36185,36185,52,0.1,700,1.9,2613,7.2,786,2.2,3541,9.8,920,2.5,1838,5.1,2528,7,5458,15.1,12546,34.7,2940,8.1,1557,4.3,706,2,36185,36185,29347,81.1,3903,10.8,2659,7.3,276,0.8,1617,5.6,43705,73505,73505,4227,5.8,7.5,20.5,14.1
