GEO.id,GEO.id2,GEO.display-label,HC01_VC03,HC01_VC27,HC01_VC66,HC01_VC67,HC01_VC68,HC01_VC69,HC01_VC70,HC01_VC74,HC01_VC75,HC01_VC76,HC01_VC77,HC01_VC78,HC01_VC79,HC01_VC80,HC01_VC81,HC01_VC82,HC01_VC83,HC01_VC84,HC01_VC85,HC01_VC86,HC01_VC89,HC01_VC91,HC01_VC93,HC01_VC97,HC01_VC99,HC01_VC101,HC01_VC103,HC01_VC104,HC01_VC105,HC01_VC106,HC01_VC107,HC01_VC108,HC01_VC109,HC01_VC110,HC01_VC111,HC01_VC112,HC01_VC113,HC01_VC114,HC01_VC115,HC01_VC118,HC01_VC120,HC01_VC121,HC01_VC122,HC01_VC124,HC01_VC125,HC01_VC126,HC01_VC130,HC01_VC131,HC01_VC132,HC01_VC133,HC01_VC134,HC01_VC137,HC01_VC138,HC01_VC141,HC01_VC142,HC01_VC143,HC01_VC144,HC01_VC145,HC01_VC146,HC01_VC147,HC01_VC148,HC01_VC149,HC01_VC150,HC01_VC151,HC01_VC152,HC01_VC153,HC01_VC154,HC01_VC155,HC01_VC156,HC01_VC157
1600000US0107000,107000,"Birmingham city, Alabama",173787,94213,96222,79530,13372,3320,0,90117,13274,6400,13508,10661,12205,16860,6945,6538,1657,2069,36241,52792,66449,27276,16055,9758,2539,22864,48392,4531,2193,5528,6544,7516,9904,4381,4662,1529,1604,43062,63207,23432,41725,23901,39568,25182,38835,33865,210335,185829,120237,89172,24506,45041,924,136492,100585,90825,75856,71130,7421,14969,9760,5922,3163,3150,3838,35907,31272,15860,19983,4635
1600000US0121184,121184,"Dothan city, Alabama",53608,28442,28595,23995,3085,1501,14,26119,2837,1813,3665,2680,3392,4563,2808,2369,938,1054,42336,63435,18651,9367,5689,2070,314,4484,15977,1035,690,1712,1543,2066,2857,2100,2167,818,989,56746,79402,26008,10142,24706,36506,26003,42119,31107,66882,60367,42817,27258,6515,15841,441,39759,28317,26190,22590,21541,1998,3600,2127,1180,622,644,947,11442,10026,5426,5503,1416
1600000US0135896,135896,"Hoover city, Alabama",66627,43406,43937,36682,5212,2043,0,32110,1051,1126,1425,2567,4561,4466,3795,6029,2680,4410,79004,112859,26707,8515,5506,708,0,1798,22925,310,272,821,1202,2669,2982,2978,5127,2626,3938,101950,131116,43410,9185,41666,64934,41638,71160,45113,84425,79809,69764,20370,4616,21621,541,50583,41833,40480,37652,37184,1141,2828,1353,1175,1175,0,178,8750,7734,6301,1877,1016
1600000US0137000,137000,"Huntsville city, Alabama",155191,93285,93852,75189,15049,3469,145,80540,6574,5676,9269,7462,9943,12398,7561,11673,4874,5110,51895,79025,63232,21896,15732,4170,3101,10326,46374,3008,1419,4421,3362,4124,8072,4836,8819,3984,4329,71114,98617,33255,34166,33097,51154,29437,58427,35882,192285,174890,142961,58920,17395,46063,775,118295,91514,87106,76434,73168,7449,10672,4408,3024,2290,768,1384,26781,22439,17689,6912,4342
1600000US0150000,150000,"Mobile city, Alabama",158492,83708,84607,71421,9509,3368,309,79188,9582,5613,11600,9165,11522,12879,6828,7403,2275,2321,39463,58113,57346,27490,13177,5016,768,15404,43834,3388,1621,5524,3898,7632,7249,4886,5969,1893,1774,49759,71165,25358,35354,26587,40972,26110,44430,30346,186224,163767,113185,73969,22457,38751,580,116524,85195,79170,67133,61841,7306,12037,6025,2981,2207,988,3044,31329,24639,13631,13386,6690
1600000US0151000,151000,"Montgomery city, Alabama",157686,88503,89703,68837,17325,3417,124,80899,7921,5727,10789,11219,10132,13364,7905,8645,2527,2670,41625,62855,61254,25363,16843,5582,1231,16931,46673,2632,1512,6020,5215,5577,8667,5114,7224,2214,2498,54734,79579,26936,34226,26751,38009,27290,40988,33946,196099,175532,125972,75736,20567,46902,888,122920,91354,83895,72027,68979,5689,11868,7459,4420,2626,2050,3039,31566,26921,15938,14301,4645
1600000US0177256,177256,"Tuscaloosa city, Alabama",83574,45280,45872,34268,9636,1968,0,36313,3990,2634,5071,5168,4452,6154,3228,2500,1431,1685,39298,63104,27839,10252,6888,1781,2029,3246,18446,1511,448,1706,2618,2230,2830,2283,2197,1232,1391,53151,85794,24920,17867,27573,38072,20421,35222,31508,98527,91462,73570,29068,7065,18197,0,69340,47528,43607,39110,38053,2156,4497,3921,3273,2113,1213,648,21812,20131,15986,6507,1681
1600000US0203000,203000,"Anchorage municipality, Alaska",232183,158236,153817,112505,32244,8821,247,105249,2257,2797,5038,6345,10028,18800,15469,22395,11374,10746,85634,106393,93174,21133,18341,4399,6021,9258,69999,1021,771,2818,2833,5475,12134,10294,17404,8449,8800,98717,117793,39061,35250,59348,75949,41059,60055,50270,287066,256457,211764,74771,30609,73785,5332,185109,152647,145497,127644,119469,15728,17853,7150,5427,3895,1945,1723,32462,27001,19114,9376,5461
1600000US0404720,404720,"Avondale city, Arizona",62136,38377,39145,34484,3220,1441,0,25849,1541,967,1774,2773,3806,6061,3818,3490,1068,551,58404,69218,22442,6131,3847,1912,367,4326,20258,749,566,1385,2317,3223,4616,3075,2896,905,526,63106,73054,22906,5591,42197,47175,31328,41570,32493,82516,72740,50904,30036,9776,23300,2298,51116,39806,37594,32358,28769,4754,5236,2212,1632,606,1157,580,11310,9699,4329,6062,1611
1600000US0410670,410670,"Casas Adobes CDP, Arizona",59214,35407,36672,29654,5116,1902,0,29473,1052,1237,2341,2694,3857,6471,3644,4564,1991,1622,63407,81078,22634,11081,7041,815,294,2010,18539,185,640,1062,1200,2074,4224,2731,3511,1479,1433,74571,95130,34708,10934,41572,55055,35639,51917,47746,69628,65651,49924,25274,3977,12331,397,43832,36434,34555,32716,29384,4110,1839,1879,1552,593,1001,327,7398,6033,3692,2921,1365
1600000US0412000,412000,"Chandler city, Arizona",191336,131661,133540,112135,16004,5363,38,90570,3298,1963,4843,7760,10410,16698,12481,16577,8822,7718,75369,94908,77654,19209,12764,3022,1274,4419,60905,1250,891,2809,3545,6562,10272,9194,13171,7582,5629,87229,105095,35893,29665,50562,68906,41005,60867,46101,247189,233934,198918,55923,13255,62988,2175,158229,131375,126293,118736,112441,8608,7557,5082,4082,2690,1712,1000,26854,24670,17899,8942,2184
1600000US0423620,423620,"Flagstaff city, Arizona",61014,34339,36254,25080,9132,1821,221,22839,1725,1444,2747,1620,2386,5034,3304,2746,822,1011,59658,72226,19132,4430,3413,417,576,1763,11430,318,209,1030,602,642,2732,2302,2081,701,813,76020,96126,24257,11409,36368,46797,19601,41564,36394,70802,62431,52243,14931,8371,12102,1135,52911,38532,35331,30009,27647,2840,5322,3201,2617,2074,692,584,14379,13049,11066,2298,1330
1600000US0427400,427400,"Gilbert town, Arizona",170580,109725,111308,93181,12370,5652,105,74275,2147,596,2999,4707,6162,11754,12705,18133,7716,7356,91576,107336,65297,15474,11297,1219,657,3700,58432,1093,450,1472,3243,4870,8886,10244,14635,7238,6301,97693,113760,34565,15843,60583,73531,42732,67362,47223,236959,224905,196874,48830,12054,74376,3136,140786,112496,106517,100630,95213,8192,5887,5979,5101,3530,1738,878,28290,26299,21449,7342,1991
1600000US0427820,427820,"Glendale city, Arizona",193895,116649,118856,98749,13693,6075,339,85557,8044,4570,7091,8863,13392,15809,9389,12084,3855,2460,51022,66976,69266,22196,12617,4871,2094,14777,56220,3785,1850,3779,5464,8699,10744,7023,10151,2536,2189,59305,75963,24658,29337,31575,42691,30185,43772,36530,243923,213800,137623,96360,30123,58253,5569,156847,118578,112541,96444,81443,17696,16097,6037,3883,1352,2622,2154,38269,32600,14784,20309,5669
1600000US0428380,428380,"Goodyear city, Arizona",59485,33037,32803,25332,5544,1927,0,24232,1001,77,795,1254,3021,6270,3117,5535,1910,1252,73960,90162,19596,6610,6026,792,215,1300,19012,538,0,266,498,2213,5125,2638,5158,1532,1044,82107,97377,29413,5220,49691,59227,36504,52368,37379,73051,68756,55124,22286,4295,20632,1525,41694,32731,31184,29791,26952,4076,1393,1547,1290,922,368,257,8963,8004,6670,1857,959
1600000US0446000,446000,"Mesa city, Arizona",378327,226259,228672,186474,24884,17095,219,173852,10933,8551,17791,18128,25419,33592,23674,20554,8314,6896,52393,71350,133717,52608,33928,7369,2139,19203,117350,5838,4357,10726,9628,16096,23023,19438,15599,7188,5457,59833,79160,26713,56502,34573,49079,30005,42252,34484,482703,427027,309481,174500,55676,118319,8697,286446,226814,214391,179191,158766,25075,35200,12423,9399,4623,4824,3024,59632,51162,32304,23471,8470
1600000US0454050,454050,"Peoria city, Arizona",129879,74704,75236,62405,8907,3883,41,58106,2311,1491,3915,5510,7385,10699,9797,10087,4449,2462,68882,82965,43405,20722,14695,2264,1717,4005,41293,1203,421,1451,3538,4370,7751,8125,8731,3786,1917,81012,92599,30789,16813,39768,52767,38853,51436,44577,162868,152678,115520,54387,10190,38913,1180,95957,76185,71383,65523,59607,7585,5860,4802,3705,2048,1829,1097,19772,17719,12032,6735,2053
1600000US0455000,455000,"Phoenix city, Arizona",1226153,758639,770242,639286,74922,54924,1110,555953,43268,28036,53607,56773,82749,107334,64435,66445,25474,27832,52062,73135,459503,129808,67059,30257,10751,88748,356533,21746,13399,30830,34242,47441,69219,45111,50414,20368,23763,59682,83479,26308,199420,38040,50322,30671,41640,36853,1604080,1384088,879984,615713,219992,435472,35788,1002639,776138,732271,609323,514715,110402,122948,43867,32713,14113,19887,11154,226501,179144,79258,109330,47357
1600000US0464210,464210,"San Tan Valley CDP, Arizona",62981,34829,35019,27010,5521,2488,0,25182,2086,865,1903,1927,3425,6043,3223,3118,2113,479,58608,69344,17687,7386,7273,1441,128,1426,17670,685,421,936,1474,2312,4718,2331,3293,1021,479,63593,76407,23627,7512,35236,42050,30726,42459,35344,82843,78288,60104,29475,4555,22138,1498,47620,35597,33077,30775,27934,4578,2302,2520,2480,1672,980,40,12023,11308,7678,4788,715
1600000US0465000,465000,"Scottsdale city, Arizona",213234,123320,124938,106339,7577,10829,193,112795,5542,3111,8453,6792,13207,14728,12479,20519,10209,17755,81381,122777,85157,37865,19917,2776,708,4042,64338,1977,1133,2665,2967,5051,7846,7507,13131,7695,14366,108661,153225,57346,48457,51474,81204,46809,77314,56451,245325,229748,187919,74983,15577,38606,2944,147712,115815,111870,102795,98623,5713,9075,3945,3334,1927,1691,611,31897,29068,23229,6832,2829
1600000US0471510,471510,"Surprise city, Arizona",103516,49123,50225,39760,7624,2841,0,46771,2116,1244,1986,4457,7719,11671,6979,7263,2315,1021,60521,72950,31639,20807,14844,1942,815,3093,35858,1369,535,1279,2624,5876,9034,5714,6543,1982,902,64432,78238,26588,10913,45161,51461,35027,51053,40384,132057,125824,91721,54463,6233,33199,1180,68130,49717,46998,44048,39138,5891,2950,2719,2317,843,1645,402,18413,16766,10503,7275,1647
1600000US0473000,473000,"Tempe city, Arizona",159818,104109,105631,86812,13025,5718,76,71710,7354,3424,6705,6642,9357,11129,10664,9628,3596,3211,56365,72577,59788,13749,8569,2938,967,5321,35624,1662,1364,1858,2880,4601,5802,6275,5868,2726,2588,74342,91605,30292,36086,37856,51865,29764,42288,41102,182069,166929,135702,46017,15140,25098,1204,138257,106079,101361,91543,84954,9036,9818,4718,3535,2747,1013,1183,32178,29243,22254,8566,2935
1600000US0477000,477000,"Tucson city, Arizona",428481,238782,240167,187126,36768,15927,346,207065,22870,16149,30470,23687,32759,34841,21865,15538,5757,3129,40021,53164,159585,62973,32297,12146,4322,38011,114874,8829,4761,13570,12763,19128,22119,13661,12412,5147,2484,48358,63928,21526,92191,25751,36956,22274,36380,33167,514689,462284,291349,222380,52405,114191,7692,328513,247539,226194,195754,160885,41973,30440,21345,17148,6892,10600,4197,80974,71203,35675,39509,9771
1600000US0485540,485540,"Yuma city, Arizona",71277,39102,36458,26499,7809,1745,405,34416,3081,2628,2908,5010,5485,5232,5532,3094,740,706,42731,59044,25630,10439,6652,1514,802,6134,23436,1297,1107,1793,3340,4465,3541,4024,2610,685,574,47030,64905,22499,10980,27882,43641,26875,41374,33394,90329,78645,53694,36535,11684,25611,3662,50959,38629,35009,29567,25265,5264,5442,3620,2948,1237,1809,672,12330,11006,5839,5813,1324
1600000US0515190,515190,"Conway city, Arkansas",53045,31061,31130,26310,3890,930,0,23305,1852,1516,2395,2996,3004,4246,3178,2216,1055,847,49183,69964,18575,6250,3368,1062,355,2146,13976,570,641,1383,1153,1198,2474,2624,2111,1055,767,64813,87315,26437,9329,31608,43051,27317,40125,36659,64098,59098,47027,19717,5000,13269,619,45044,31425,30338,27481,25285,3360,2857,1087,885,700,293,202,13619,12297,8773,4774,1322
1600000US0523290,523290,"Fayetteville city, Arkansas",69308,40821,41349,32516,6981,1852,0,33903,4774,2588,4561,4041,5180,4467,2529,2733,1190,1840,38202,63124,28313,5607,2831,1246,169,1911,14748,876,520,1763,1291,1602,2315,1363,2111,1140,1767,66963,99088,26246,19155,25901,34683,24066,41969,40650,82721,75900,62251,19479,6821,15781,280,60453,41120,39990,34511,31753,3483,5479,1130,1130,650,480,0,19333,18440,15475,3431,893
1600000US0524550,524550,"Fort Smith city, Arkansas",69132,34849,36020,31969,2398,1653,0,36368,4871,1437,5029,5548,7002,5697,2807,2875,496,606,38051,52241,25320,13488,6307,3708,813,6629,21567,1402,277,2293,3105,4740,4350,2438,2160,347,455,46375,61067,21842,14801,23177,38035,24166,33227,27152,87315,78544,48934,42852,8771,21316,395,51606,35426,33607,28032,24733,5303,5575,1819,1269,695,815,550,16180,13929,7632,8279,2251
1600000US0535710,535710,"Jonesboro city, Arkansas",59485,33169,33674,26597,4900,2177,0,29449,2650,2549,4438,2961,5203,3837,3319,2648,852,992,41434,65954,23365,8718,5600,1870,437,4599,17233,1160,498,2268,1829,3191,2169,2304,2401,733,680,48589,83161,27078,12216,24781,37765,23460,35899,30041,74120,68148,46325,30087,5972,17592,603,46610,34061,31481,27723,23752,4684,3758,2580,2048,1176,1002,532,12549,11540,6510,6029,1009
1600000US0541000,541000,"Little Rock city, Arkansas",158683,95395,96080,77535,15447,2858,240,83957,9363,3741,8739,9650,13700,13041,7310,8376,4343,5694,45605,75844,63904,25627,11149,5382,1027,8185,46878,2243,1300,3907,5186,6593,7517,5505,6245,3372,5010,62962,99196,32774,37079,31919,44443,31097,45873,36214,196334,180137,128941,73911,16197,44955,1485,123701,93828,89916,81060,73940,9324,8856,3912,3289,2283,1216,623,29873,24909,14401,12861,4964
1600000US0550450,550450,"North Little Rock city, Arkansas",50849,30330,30590,24270,5373,885,62,28691,3115,1915,3573,3924,4932,4440,2208,2865,892,827,40507,56710,22050,7844,3401,3162,585,4777,16325,1606,738,1703,2446,2655,2081,1784,1902,723,687,43053,66505,25161,12366,31003,41093,30501,37674,39338,65277,60931,38636,30144,4346,16830,363,41953,31586,29065,26469,23176,4345,2596,2521,1896,614,1282,625,10367,9605,3934,6909,762
1600000US0560410,560410,"Rogers city, Arkansas",,31016,31275,26665,2463,2147,0,23576,1602,836,2667,1928,3428,4379,2748,2804,1250,1934,53179,83492,19662,5436,2090,475,179,1599,16999,1146,106,1478,1481,2457,3379,1840,2111,1067,1934,62867,96177,31098,6577,35819,48465,30820,48203,31308,64594,57352,41829,19892,7242,19837,714,38773,30589,30144,25421,23937,1845,4723,445,259,181,78,186,8184,6935,4780,2501,1249
1600000US0566080,566080,"Springdale city, Arkansas",,36745,37226,32777,3248,1201,0,29019,2380,615,3399,4267,5416,4821,2610,3014,1257,1240,47523,64817,24072,6792,2879,1478,273,3878,20044,1206,495,1805,2604,3702,3667,1908,2583,1257,817,50443,71977,23141,8975,30466,46520,27126,36222,27465,81006,68502,46231,29296,12504,26254,2987,47652,36515,35470,29118,26724,3124,6352,1045,906,428,478,139,11137,8111,4356,4220,3026
1600000US0600562,600562,"Alameda city, California",63244,40339,39901,29177,6657,4067,0,30338,944,1201,1321,1553,2279,5093,3594,6649,3661,4043,92377,112920,25044,7374,5848,1438,726,1431,19373,184,731,626,905,986,2775,2063,4655,2702,3746,117471,132283,44622,10965,62086,74683,52339,73322,62169,77189,75251,62481,22843,1938,16356,0,49086,38435,36991,35343,32783,3292,1648,1444,1294,916,378,150,10651,10555,7613,4393,96
1600000US0600884,600884,"Alhambra city, California",71757,40747,41570,32948,5954,2583,85,27960,2136,1008,2532,2529,4967,4897,2757,3926,1874,1334,52819,74352,23153,7723,3011,2885,871,1272,20072,1233,298,1685,1995,3127,3756,1859,3497,1559,1063,57495,81664,25903,7888,40205,46176,30863,41064,38878,84886,78608,49730,35120,6278,15459,171,54513,41645,39883,36041,28546,7956,3842,1762,1542,656,920,220,12868,11182,6288,5384,1686
1600000US0602000,602000,"Anaheim city, California",273702,165208,168898,143836,15609,9166,287,99255,4120,3067,7401,8976,14176,19532,12834,16594,6501,6054,64464,84054,86512,23352,12208,6939,2860,12911,74651,2297,1687,5491,7519,10186,13953,9422,13518,5419,5159,67919,87825,25127,24604,48045,63886,28696,40480,37888,349332,310108,187942,143070,39224,88885,2158,220766,170500,160740,135395,111565,26639,25345,9760,7164,3261,4053,2596,50266,41771,19904,23828,8495
1600000US0602252,602252,"Antioch city, California",86394,49642,51405,41395,7254,2698,58,34163,1623,1273,2246,2635,2941,5547,5807,6223,3220,2648,81203,91930,28381,9726,6986,4530,2978,5152,27034,1268,817,1652,1937,2267,3745,4619,5692,2565,2472,85598,97749,29741,7129,54806,59542,36115,58733,45679,110589,104477,73677,46555,6112,28092,540,69570,52563,49047,46011,38801,9779,3036,3516,2994,1563,1480,522,17007,15163,8922,8708,1844
1600000US0602364,602364,"Apple Valley town, California",56642,25250,25448,18180,4560,2654,54,24012,725,1066,2981,2937,4901,4155,2661,2750,1054,782,46682,64579,17196,9298,6002,1905,1486,5869,19164,466,567,2188,2086,3621,4075,1822,2503,1054,782,51429,70051,21912,4848,32586,37132,26877,50300,29586,72146,67325,36635,39302,4821,17963,1139,42655,27970,23918,21523,15361,7114,2395,4052,3667,1069,2681,385,14685,13783,6961,8027,902
1600000US0602553,602553,"Arden-Arcade CDP, California",82920,44312,44784,30809,9805,4063,107,42909,4467,3576,4668,5078,5449,5539,4109,4394,2738,2891,41786,76480,30219,13586,8178,3844,3080,6373,24100,2076,1258,3037,2283,2247,2689,2977,2923,2129,2481,60978,94387,32184,18809,33857,49745,30943,51073,50487,105295,101718,58355,55820,3577,25727,408,62522,46273,41752,39575,30620,9772,2177,4521,4337,1026,3429,184,16249,15441,5271,11460,808
1600000US0603526,603526,"Bakersfield city, California",275401,157278,161519,123855,24108,12809,747,116507,6950,5593,11988,10553,13617,22164,15670,17681,6567,5724,59233,76673,97266,25058,14761,8250,7372,20760,85071,4942,3477,7605,7072,9376,15268,13473,13759,5143,4956,65108,82951,24488,31436,40454,52805,30765,47622,37068,374551,348473,206713,167228,26078,112582,1927,227537,169196,154346,138447,106761,34316,15899,14850,12205,3123,9266,2645,58341,53378,25060,31189,4963
1600000US0603666,603666,"Baldwin Park city, California",59646,36591,37099,31547,3217,2258,77,16714,529,291,1390,1009,2877,4547,2995,2070,461,545,63549,71588,15351,4740,1613,1682,557,1204,14940,487,268,1364,825,2852,3658,2680,1842,615,349,62006,70358,18175,1774,41744,43856,24214,31624,29542,76197,66041,32974,36317,10156,19057,302,49072,37505,35805,28644,20051,9516,7161,1700,1336,440,896,364,11567,9416,4449,5311,2151
1600000US0604982,604982,"Bellflower city, California",60096,31831,33005,25638,5127,2115,125,23038,894,1439,2267,2930,4047,4334,2895,2739,561,932,49750,67779,19408,6176,2565,2144,548,2894,18028,573,696,1931,2369,3163,3383,2252,2369,561,731,54262,70290,21643,5010,36575,45819,31357,41425,37703,77256,69375,41211,32040,7881,19590,554,48689,34510,32020,27314,22155,5906,4706,2490,2230,967,1306,260,14179,11867,5211,7140,2312
1600000US0606000,606000,"Berkeley city, California",106798,62696,64549,41387,14475,8547,140,46078,3618,1823,3780,2852,4539,6045,3597,6748,4198,8878,78121,123335,36919,10711,7194,1717,731,2052,21164,159,258,561,720,1979,2630,1492,4257,2836,6272,129371,168179,48533,24914,46246,79089,31920,81138,65114,120919,118106,100953,29545,2813,16652,261,88261,62610,60014,58242,54013,5064,1772,2596,2458,1799,671,138,25651,25032,20838,5221,619
1600000US0608786,608786,"Buena Park city, California",69509,42670,43232,37703,3277,2195,57,23555,1071,711,1337,1868,2854,4624,3504,4336,1785,1465,70224,85577,19768,6385,3834,1904,860,2151,19340,147,194,1373,1513,2519,3758,3049,4003,1625,1159,75972,90435,25613,4215,33596,52509,25556,41875,35229,82899,75372,46675,33463,7527,16874,165,54877,42968,41686,36905,30875,6723,4781,1282,1140,690,450,142,11909,9546,3408,6535,2363
1600000US0608954,608954,"Burbank city, California",87626,50892,51138,39999,5716,5423,0,40724,2479,1682,4407,2316,4069,5712,5384,6377,4482,3816,72618,95269,32475,8924,4901,5135,1345,1862,24867,866,196,3091,1045,2062,2942,3528,4487,3463,3187,90908,112655,38366,15857,49660,65692,41849,65249,53810,104130,96923,67684,38001,7207,19933,708,65867,51259,47728,43946,39038,6008,3782,3531,3020,2395,666,511,14608,12467,6445,6529,2141
1600000US0610046,610046,"Camarillo city, California",56144,33687,33728,24643,5909,3176,0,23168,510,716,1583,1366,2211,4743,2065,4631,2763,2580,79397,108462,17443,8702,5966,291,230,1033,16165,639,105,592,409,1609,2855,1540,3809,2267,2340,103080,125494,38718,7003,54454,63857,31685,70228,54369,66817,63629,50096,24084,3188,13659,94,40172,32486,31217,28566,25266,3828,2651,1269,1227,565,815,42,7686,7285,5776,2223,401
1600000US0611194,611194,"Carlsbad city, California",89638,56256,56698,45115,6762,4821,0,41640,953,489,1592,2397,2872,4998,4622,7807,5617,10293,113217,149293,35104,10842,7385,1491,156,482,30940,381,52,911,1484,1903,2053,3448,6100,4978,9630,141282,171861,56006,10700,65536,79656,63467,99966,76137,113207,107320,94982,24710,5887,27558,1167,69325,55087,52859,50087,47992,3563,2772,2228,1734,1395,724,494,14238,13282,11154,2626,956
1600000US0611390,611390,"Carmichael CDP, California",50060,28170,28664,22268,4214,2182,0,25154,1765,1095,1865,2564,2844,5725,3109,3266,1335,1586,58489,82462,18412,7146,5898,1483,555,2200,14808,823,407,774,1489,1281,2880,2077,2722,988,1367,71996,99385,34229,10346,42147,55983,31719,46648,40402,62604,60194,43762,27465,2410,13552,89,37907,28922,26592,25663,22357,4704,929,2330,1948,1296,775,382,8985,8071,5078,4023,914
1600000US0611530,611530,"Carson city, California",75783,45157,46380,36113,7495,2617,155,25790,849,735,1568,1786,2012,4829,3907,5942,2396,1766,80616,94391,21508,8640,4872,2105,553,1361,20759,425,289,1195,1252,1932,3758,2894,5554,1845,1615,85148,99638,28178,5031,51432,60736,35708,46337,46949,92689,85294,60899,32799,7395,19633,954,57739,46733,43489,39142,33199,6838,4347,3244,2652,1884,1072,592,11006,9716,5403,4888,1290
1600000US0611964,611964,"Castro Valley CDP, California",53762,31861,32652,25142,5166,2197,147,24034,865,422,1807,1419,2678,2876,3486,3625,3343,3513,90075,112689,19154,8133,5223,1310,681,1424,16813,473,282,958,193,1892,1938,2331,2868,2676,3202,105055,128724,43113,7221,49694,66853,49272,76026,65511,64358,62681,48647,21465,1677,13801,161,39105,32046,30463,29650,27348,3001,813,1583,1542,941,601,41,7059,6504,4041,3091,555
1600000US0613014,613014,"Chico city, California",75760,41824,43340,31571,8336,3352,81,34985,4953,3018,4001,4102,3693,5411,3787,2966,1878,1176,39488,62222,26587,9154,6524,2682,1696,5148,17140,927,980,1700,1785,1623,2654,2610,2455,1347,1059,65409,86128,25066,17845,25987,38111,20868,43590,38380,91063,85264,59638,36156,5799,17990,328,62619,46434,41973,39454,32053,9139,2519,4461,3205,1377,1834,1256,16185,14544,8769,6862,1641
1600000US0613210,613210,"Chino city, California",72597,32286,33019,26325,4912,1782,0,20149,375,1004,2158,916,2680,3536,2459,4136,1863,1022,68666,85641,17234,5468,3600,1070,850,1843,16085,390,731,1863,583,2231,2606,1748,3465,1715,753,69616,87303,21076,4064,60640,73034,28600,51168,36866,69218,62213,44257,23156,7005,17211,1513,42933,33695,31154,27318,24605,3046,3836,2541,2041,892,1149,500,9238,8265,5677,3334,973
1600000US0613214,613214,"Chino Hills city, California",63209,38307,39283,29835,6388,2967,93,24026,819,839,731,698,1626,3889,3484,5634,2562,3744,99324,118053,20551,4895,4078,1229,54,249,20414,233,558,488,640,1654,3217,2836,4779,2265,3744,105368,126639,36499,3612,58840,64260,44278,67317,62181,78707,75729,62604,18179,2978,18238,836,51812,39704,37867,37030,35410,2706,837,1837,1486,997,489,351,12108,11260,9080,2873,848
1600000US0613392,613392,"Chula Vista city, California",208134,119120,119630,87981,23889,7360,400,79639,3936,3541,5604,6730,8945,14679,11388,13966,5782,5068,68699,84862,66643,22535,18166,4953,2516,7668,62632,2533,1638,3753,5190,6520,10941,10130,11972,5234,4721,75908,92449,27103,17007,39687,50178,35532,51240,41710,263880,246760,170429,97546,17120,65587,1666,163657,126531,113788,105049,90130,19574,8739,12743,10314,4689,5660,2429,37126,33787,22474,13954,3339
1600000US0613588,613588,"Citrus Heights city, California",71295,44206,45082,35256,6617,3111,98,34269,665,1680,2664,3190,5825,7291,5703,5056,1575,620,59465,69161,27016,10740,7679,1884,1204,3376,22234,369,880,1170,1604,3639,5104,3867,3956,1069,576,67811,75588,28187,12035,45575,53417,32449,45419,40883,87217,83112,59586,36133,4105,17676,289,56019,43649,42257,39563,33072,7732,2694,1392,1392,757,781,0,12370,11248,6755,6191,1122
1600000US0614218,614218,"Clovis city, California",79865,48495,48782,33039,11853,3849,41,35979,1995,1390,3528,3246,3258,6562,3913,6798,2731,2558,65976,87663,29247,9736,6203,1474,1836,4655,26442,1202,754,1445,2421,2145,5004,3060,5545,2599,2267,78829,99161,30319,9537,33609,48438,33229,55221,51343,105823,100038,78276,35140,5785,29556,900,63614,49074,46037,42664,38374,5924,3373,3037,2815,1742,1169,222,14540,13250,9025,5688,1290
1600000US0615044,615044,"Compton city, California",72271,38781,39938,31309,5010,3540,79,22458,1373,1579,2890,2423,3202,4214,3283,1927,1358,209,49125,61583,18782,5590,2451,2866,3359,5365,18370,1044,672,2384,2136,2788,3953,2822,1475,1043,53,51597,60623,15758,4088,20833,37263,23698,30282,30917,97414,86601,38861,51323,10813,29355,1641,58555,42783,38744,33338,23788,10120,5406,4039,2988,604,2483,1051,15772,13256,4367,9307,2516
1600000US0616000,616000,"Concord city, California",103565,63446,64899,49649,9250,6000,0,45848,1081,1547,2443,4008,5054,8173,6779,9111,3353,4299,76335,97008,38353,11258,8554,3320,1275,3169,32120,724,674,1836,2522,3037,5262,4941,6320,2966,3838,80475,107110,35541,13728,59829,67315,39178,62369,51138,128109,119503,89836,43925,8606,27992,987,82656,65628,62009,56589,48954,9069,5420,3619,3294,2244,1296,325,17028,15647,10260,6679,1381
1600000US0616350,616350,"Corona city, California",134938,82848,84162,69283,9938,4892,49,50765,3121,1699,3159,2787,6671,8733,6829,9066,5042,3658,71584,91117,43882,11768,8154,2002,812,4352,37372,1303,834,2096,1922,4264,6538,5416,7760,3911,3328,81381,100461,29601,13393,45547,59867,32482,56939,45244,166348,149479,108122,52106,16869,37026,2047,112280,85706,80752,72060,62666,11191,8692,4954,3536,1818,1725,1418,26574,22037,13253,10017,4537
1600000US0616532,616532,"Costa Mesa city, California",91737,63563,64922,51463,6186,7273,0,38127,1720,899,1750,2478,4695,5586,6075,7823,2894,4207,81019,104660,33949,6939,3431,1855,398,1470,24288,609,150,1384,1776,3536,3949,3226,4475,2234,2949,80300,109119,37059,13839,76870,90354,36625,47270,55036,112422,100550,73218,32437,11872,23371,1089,78484,63332,61376,53748,47191,7011,7628,1956,1648,1035,673,308,15152,12720,7879,5370,2432
